LCD,PLD,Surface area (m2/g),Porosity,CO-Henry  (mol/kg/Pa),Halogen%,Ametal%,Metalloid,C,H,O,Metal,N,TDU,O to Metal ratio,electronegative atoms to total atoms ratio,0.1 bar-CO (mol/kg)
7.11741,6.9896,1264.97,0.59182,6.36952E-06,0,0,0,47.05882353,17.64705882,29.41176471,5.882352941,0,625,9.411764706,0.276816609,0.062859109
7.25665,7.09719,1447.57,0.5958,6.09118E-06,0,0,0,44.44444444,22.22222222,27.77777778,5.555555556,0,577,9.411764706,0.262295082,0.060356904
6.5257,5.85477,1135.97,0.544,5.70728E-06,0,0,0,41.66666667,33.33333333,20.83333333,4.166666667,0,721,9.523809524,0.199600798,0.056213712
5.9269,5.62001,1281.61,0.61118,8.19074E-06,0,2.857142857,0,45.71428571,17.14285714,28.57142857,5.714285714,0,625,9.411764706,0.269360269,0.080558569
9.12316,6.55123,1319.82,0.6458,1.86016E-06,7.407407407,0,0,44.44444444,29.62962963,0,3.703703704,14.81481481,577,0,0.142433234,0.018653102
8.96134,6.03917,1321.85,0.6496,1.94874E-06,7.407407407,0,0,44.44444444,29.62962963,0,3.703703704,14.81481481,577,0,0.142433234,0.01925507
8.43305,5.99885,1205.84,0.6292,1.97068E-06,7.407407407,0,0,44.44444444,29.62962963,0,3.703703704,14.81481481,577,0,0.142433234,0.019795946
5.1995,4.26246,296.268,0.4562,3.42763E-06,2.816901408,5.633802817,0,42.25352113,33.8028169,0,7.042253521,8.450704225,1153,0,0.079900125,0.033100126
8.29362,6.62342,3074.9,0.74686,5.59318E-06,0,0,0,46.15384615,25.64102564,25.64102564,2.564102564,0,313,16,0.25477707,0.056027099
9.03113,5.95571,2638,0.7058,7.46635E-06,0,0,0,46.83544304,25.3164557,25.3164557,2.53164557,0,865,18.28571429,0.252565114,0.073892802
8.33734,7.34032,1992.16,0.637,3.17647E-06,0,0,0,43.45238095,33.33333333,9.523809524,2.976190476,10.71428571,721,5.953488372,0.196106705,0.031814372
23.6238,22.93237,3288.79,0.83732,2.87451E-06,4.705882353,0,0,51.76470588,23.52941176,15.29411765,4.705882353,0,409,5.777777778,0.189944134,0.028763329
23.73662,23.0761,2829.79,0.8357,2.59926E-06,4.938271605,0,0,54.32098765,19.75308642,16.04938272,4.938271605,0,433,5.777777778,0.152046784,0.025638844
23.93871,23.23915,4201.36,0.8539,3.0461E-06,0,0,0,53.65853659,23.17073171,18.29268293,4.87804878,0,415,6.666666667,0.173410405,0.030598068
23.75535,23.11133,4032.13,0.84632,3.05821E-06,0,0,0,55.42168675,19.27710843,20.48192771,4.819277108,0,457,7.555555556,0.194285714,0.030324455
5.45459,4.79592,515.086,0.4652,8.66269E-06,2.777777778,11.11111111,0,27.77777778,33.33333333,11.11111111,2.777777778,11.11111111,289,7.384615385,0.242696629,0.082773227
9.30311,6.68584,2052.85,0.66808,2.37172E-06,0,0,0,34.39490446,22.92993631,21.01910828,6.369426752,15.2866242,577,6.361445783,0.362192216,0.023810547
5.79137,4.59346,1865.6,0.6174,7.84905E-06,0,0,0,55.10204082,30.6122449,12.24489796,2.040816327,0,469,9.6,0.121827411,0.077101101
8.47974,5.36674,2045.13,0.6646,2.91212E-06,0,0,0,47.61904762,25.3968254,20.63492063,6.349206349,0,705,6.208955224,0.193488372,0.029268194
5.54956,5.03901,902.91,0.5562,1.81308E-06,0,0,0,40.90909091,13.63636364,27.27272727,4.545454545,13.63636364,541,11.07692308,0.40754717,0.017909961
8.87571,6.35025,2725.88,0.673,4.26925E-06,0,0,0,51.35135135,32.43243243,10.81081081,2.702702703,2.702702703,625,7.111111111,0.131147541,0.042884775
7.78612,6.37885,2576.23,0.6746,4.20489E-06,0,0,0,48.57142857,28.57142857,11.42857143,2.857142857,8.571428571,577,7.111111111,0.193771626,0.041756509
13.10906,11.59751,3959.36,0.77,2.82863E-06,0,0,0,45.94594595,37.83783784,10.81081081,2.702702703,2.702702703,321,6.736842105,0.130932897,0.02827567
7.13681,4.81158,1138.24,0.528,3.52185E-06,0,0,0,48.8372093,27.90697674,16.27906977,2.325581395,4.651162791,481,11.78947368,0.203677511,0.035131233
7.75569,7.04294,1710.86,0.6308,3.72817E-06,0,0,0,44.44444444,37.03703704,7.407407407,3.703703704,7.407407407,1009,3.84,0.142644874,0.037121583
7.41637,6.7491,1517.68,0.62558,2.92193E-06,0,0,0,44.44444444,37.03703704,7.407407407,3.703703704,7.407407407,897,3.820895522,0.142618384,0.029249674
6.51581,4.03787,1356.34,0.54156,6.7423E-06,0,0,0,50,30.76923077,7.692307692,1.923076923,9.615384615,577,6.736842105,0.17245509,0.066465283
12.01697,4.5426,2920.63,0.7314,3.32476E-06,11.9047619,3.80952381,0,35.23809524,28.57142857,14.28571429,0.476190476,5.714285714,353,34.28571429,0.317912218,0.033091714
4.38967,3.93713,424.154,0.3828,5.72221E-06,0,0,0,48.97959184,24.48979592,12.24489796,2.040816327,12.24489796,721,10.43478261,0.24415056,0.054657307
6.50134,3.77167,1709.64,0.5876,8.1588E-06,0,3.636363636,0,47.27272727,29.09090909,0,1.818181818,18.18181818,865,0,0.178173719,0.08048186
13.46293,4.10343,1554.54,0.6142,7.01747E-06,0,2.816901408,0,46.47887324,33.8028169,1.408450704,1.408450704,14.08450704,2017,1.882352941,0.152645273,0.068964024
5.39172,4.60807,512.778,0.456,1.18263E-05,0,0,0,45,15,35,5,0,721,13.17647059,0.348909657,0.11312971
5.828,5.10591,676.177,0.487,1.68898E-06,0,0,0,37.60683761,44.44444444,11.96581197,0.854700855,5.128205128,433,22.4,0.170575693,0.016648318
4.62475,3.81042,218.713,0.47848,2.71006E-06,0,0,0,43.85964912,33.33333333,14.03508772,3.50877193,5.263157895,745,7.529411765,0.186046512,0.026521719
6.70189,5.92513,1493.5,0.594,6.20364E-06,0,0,0,43.83561644,27.39726027,19.17808219,4.109589041,5.479452055,529,8.615384615,0.236065574,0.061970266
6.55849,4.8515,1505.9,0.5862,4.56059E-06,0,0,0,48.97959184,24.48979592,20.40816327,2.040816327,4.081632653,649,17.14285714,0.244067797,0.045202028
6.5379,4.8064,1479.13,0.5916,4.57936E-06,0,0,0,48.97959184,24.48979592,20.40816327,2.040816327,4.081632653,649,17.14285714,0.244067797,0.04533519
6.35636,4.74684,1351.54,0.5724,4.30818E-06,0,0,0,48.97959184,24.48979592,20.40816327,2.040816327,4.081632653,649,17.14285714,0.239202658,0.042614028
5.20561,3.82141,683.154,0.5118,8.82768E-06,0,0,0,31.03448276,41.37931034,10.34482759,3.448275862,13.79310345,163,5.4,0.232472325,0.086149516
4.65881,3.97386,568.53,0.4744,0.000010605,0,0,0,31.03448276,41.37931034,10.34482759,3.448275862,13.79310345,163,5.4,0.232472325,0.103989914
6.23073,4.24598,466.87,0.5088,6.96473E-06,0,0,0,38.1981982,45.94594595,8.648648649,1.441441441,5.765765766,339,10.10526316,0.141718335,0.066930886
4.95265,3.82151,423.497,0.47726,7.03076E-06,0,5.769230769,0,38.46153846,30.76923077,7.692307692,1.923076923,15.38461538,385,6.736842105,0.225616921,0.068339336
4.9495,3.77508,415.799,0.48008,6.95272E-06,0,5.769230769,0,38.46153846,30.76923077,7.692307692,1.923076923,15.38461538,385,6.736842105,0.225616921,0.068405052
4.8597,4.4269,567.528,0.4546,9.06896E-06,0,0,0,54.83870968,30.64516129,12.90322581,1.612903226,0,883,13.71428571,0.128686327,0.088033308
4.56431,4.15493,176.445,0.42712,7.3434E-06,0,0,0,54.83870968,30.64516129,12.90322581,1.612903226,0,883,13.71428571,0.128686327,0.070737956
5.14315,4.1527,1295.08,0.5272,9.72844E-06,0,0,0,46.15384615,30.76923077,19.23076923,3.846153846,0,513,9.142857143,0.191616766,0.095199435
7.41662,4.5384,1855.28,0.6302,4.76834E-06,0,0,0,53.57142857,19.04761905,21.42857143,2.380952381,3.571428571,1185,16.45714286,0.243654822,0.047506012
13.09568,7.43748,3730.15,0.7556,4.93722E-06,0,0,0,55.38461538,30.76923077,12.30769231,1.538461538,0,937,13.71428571,0.122762148,0.048814939
8.13737,7.41793,1666.45,0.6726,2.65967E-06,7.407407407,0,0,44.44444444,29.62962963,0,3.703703704,14.81481481,1153,0,0.142644874,0.026531613
8.59245,7.9025,1735.7,0.6832,2.65431E-06,7.407407407,0,0,44.44444444,29.62962963,0,3.703703704,14.81481481,577,0,0.142433234,0.026701986
8.11684,7.23133,1621.04,0.6644,2.66043E-06,7.407407407,0,0,44.44444444,29.62962963,0,3.703703704,14.81481481,1153,0,0.142644874,0.026396789
7.99676,6.51336,2896.5,0.7291,6.87389E-06,0,0,0,50,18.75,28.125,3.125,0,625,16,0.280155642,0.0684279
6.30412,4.59254,1133.14,0.5296,5.7979E-06,0,0,0,53.65853659,31.70731707,9.756097561,2.43902439,2.43902439,745,7.111111111,0.118694362,0.057262488
11.11935,9.18624,3028.87,0.74914,3.83738E-06,2.43902439,0,0,53.65853659,29.26829268,9.756097561,2.43902439,2.43902439,385,6.4,0.142011834,0.038281946
7.93212,6.28561,1304.34,0.58586,4.61507E-06,0,0,0,52.38095238,30.95238095,9.523809524,2.380952381,4.761904762,745,7.111111111,0.139130435,0.045358445
9.48772,8.77545,1584.13,0.6084,4.9244E-06,0,0,0,52.27272727,29.54545455,9.090909091,2.272727273,6.818181818,793,7.111111111,0.155124654,0.048857731
6.24379,4.83507,1156.4,0.53,8.87221E-06,0,0,0,53.57142857,35.71428571,7.142857143,1.785714286,1.785714286,641,6.736842105,0.087431694,0.086764937
6.682,6.47057,980.777,0.54324,6.7908E-06,0,0,0,44.44444444,0,50,5.555555556,0,769,16.94117647,0.472131148,0.066743251
6.74859,4.59542,1127.76,0.5202,4.67951E-06,0,0,0,45.63758389,39.59731544,8.053691275,1.342281879,5.369127517,617,10.10526316,0.132122213,0.045680786
14.3772,14.27,632.68,0.56644,2.07636E-06,0,0,0,54,32,12,2,0,1825,11.29411765,0.119850187,0.020785318
12.27565,10.7875,4442,0.81018,2.79477E-06,0,0,0,39.47368421,31.57894737,23.68421053,2.631578947,2.631578947,289,15.15789474,0.255183413,0.027929549
6.0154,4.82285,1820.05,0.6442,5.43575E-06,0,0,0,47.36842105,15.78947368,31.57894737,5.263157895,0,361,10.66666667,0.298136646,0.05407443
4.76594,4.4337,831.539,0.5154,1.65102E-05,0,0,0,27.77777778,11.11111111,0,5.555555556,55.55555556,289,0,0.524017467,0.157643073
4.8198,4.16045,421.799,0.4284,3.45855E-06,0,11.76470588,0,54.90196078,23.52941176,0,1.960784314,7.843137255,705,0,0.076646707,0.033558692
4.90132,3.779,2876.28,0.6646,8.93645E-06,0,0,0,58.06451613,19.35483871,19.35483871,3.225806452,0,961,10.97142857,0.192964824,0.087903626
11.38543,11.12419,4292.99,0.832,3.46991E-06,0,0,0,58.06451613,19.35483871,19.35483871,3.225806452,0,481,10.10526316,0.186407767,0.035243764
9.52183,7.12137,3069.15,0.71822,3.30482E-06,0,0,0,50,32.5,10,2.5,5,433,6.736842105,0.145675266,0.032616619
6.73207,4.73018,1400.51,0.5704,3.21048E-06,0,0,0,42.35294118,32.94117647,18.82352941,3.529411765,2.352941176,529,9.846153846,0.203966006,0.031836835
9.0657,6.25208,1409.14,0.59382,6.6598E-06,0,0,0,48.88888889,31.11111111,8.888888889,2.222222222,8.888888889,961,7.314285714,0.173559322,0.065770849
7.33252,5.36501,944.451,0.53242,3.9742E-06,0,0,0,48.88888889,31.11111111,8.888888889,2.222222222,8.888888889,961,7.314285714,0.177408177,0.039473683
9.77543,4.70155,2267.35,0.66778,7.71261E-06,0,0,0,52.83018868,30.18867925,15.09433962,1.886792453,0,1281,14.62857143,0.150676869,0.075866857
7.13587,6.98688,2662.15,0.6726,6.14169E-06,0,0,0,52.83018868,30.18867925,15.09433962,1.886792453,0,961,14.22222222,0.150588235,0.061351202
7.22233,4.73121,1056.54,0.5324,6.19174E-06,0,0,0,43.63636364,40,7.272727273,1.818181818,7.272727273,469,6.857142857,0.142433234,0.060499154
6.65568,4.40103,196.004,0.50164,1.11745E-06,0,0,0,43.63636364,40,7.272727273,1.818181818,7.272727273,703,7.2,0.142574257,0.011195539
8.78768,8.65343,724.632,0.51446,1.2206E-06,0,0,0,32.43243243,45.94594595,5.405405405,2.702702703,13.51351351,253,3.692307692,0.18380744,0.012132633
12.96226,9.06013,885.487,0.5716,5.34833E-06,4.026845638,0,0,45.63758389,37.58389262,9.395973154,0.67114094,2.684563758,1441,24,0.160893855,0.052467131
7.01824,6.06561,2322.68,0.65284,3.58672E-06,0,0,0,77.41935484,0,12.90322581,3.225806452,6.451612903,769,6.736842105,0.19238477,0.035918327
5.17093,4.52481,573.505,0.4372,3.17617E-06,0,0,0,45.65217391,28.26086957,8.695652174,2.173913043,15.2173913,697,7.111111111,0.233421751,0.031278294
11.11626,7.91904,2603.58,0.6858,0.000004233,0,0,0,51.2195122,36.58536585,9.756097561,1.219512195,1.219512195,865,13.47368421,0.109505703,0.041847273
11.17851,7.92037,2578.36,0.6862,3.71479E-06,0,0,0,51.2195122,36.58536585,9.756097561,1.219512195,1.219512195,865,13.47368421,0.109505703,0.037204244
11.20436,7.94034,2640.79,0.6876,4.12808E-06,0,0,0,51.2195122,36.58536585,9.756097561,1.219512195,1.219512195,865,13.47368421,0.109505703,0.041124761
11.58602,8.06264,2640.77,0.6964,3.63097E-06,0,0,0,51.2195122,36.58536585,9.756097561,1.219512195,1.219512195,865,13.47368421,0.109505703,0.035859503
5.25686,3.77734,1032.45,0.5522,4.56679E-06,2.631578947,0,0,46.05263158,25,18.42105263,2.631578947,5.263157895,409,11.78947368,0.261865794,0.044781916
6.73786,6.27962,1335.23,0.5478,2.0942E-06,1.492537313,2.985074627,0,52.23880597,40.29850746,0,1.492537313,1.492537313,1033,0,0.029357798,0.020554909
6.43441,5.83045,1385.58,0.5466,2.00838E-06,1.492537313,2.985074627,0,52.23880597,40.29850746,0,1.492537313,1.492537313,1033,0,0.029357798,0.01986207
7.10694,4.45912,1290.45,0.59914,4.7642E-06,0,2.272727273,0,48.86363636,28.40909091,18.18181818,2.272727273,0,733,14.22222222,0.181303116,0.047048345
6.93892,3.80818,1202.05,0.5412,3.99728E-06,0,0,0,42.45810056,37.98882682,10.05586592,1.675977654,7.82122905,505,10.28571429,0.175342466,0.040050185
14.50811,14.4085,1219.05,0.63274,6.13315E-06,0,0,0,52.5,30,15,2.5,0,1441,11.29411765,0.149765991,0.059656307
16.88394,10.60987,4557.7,0.8226,3.11386E-06,0,0,0,45.62211982,33.1797235,17.51152074,3.686635945,0,1513,9.212121212,0.168701443,0.03117336
10.85901,8.03964,1347.74,0.6084,3.04017E-06,0,0,0,40,28,8,4,20,1249,3.878787879,0.268907563,0.03027864
15.24588,13.37948,2351.93,0.724,2.32626E-06,0,0,0,33.33333333,30.55555556,5.555555556,5.555555556,25,625,1.939393939,0.288998358,0.023436357
15.27666,13.37931,2335.71,0.723,2.3108E-06,0,0,0,33.33333333,30.55555556,5.555555556,5.555555556,25,625,1.939393939,0.288998358,0.022933928
17.01643,5.47286,1031.55,0.63438,2.35344E-06,23.52941176,0,0,35.29411765,11.76470588,0,5.882352941,23.52941176,241,0,0.44137931,0.023419371
5.04878,3.9878,634.043,0.443,3.3745E-06,0,0,0,28.57142857,19.04761905,19.04761905,4.761904762,28.57142857,481,7.619047619,0.453514739,0.033399789
5.68256,4.14915,1295.41,0.5352,9.71149E-06,0,7.058823529,0,42.35294118,42.35294118,0,1.176470588,7.058823529,433,0,0.069565217,0.09629014
17.36935,5.40179,1447.48,0.6542,2.1682E-06,0,0,0,40,24,16,4,16,1345,7.757575758,0.319600499,0.02150721
12.7039,7.66066,1164.32,0.57256,2.90676E-06,0,0,0,52.63157895,38.05668016,4.858299595,1.214574899,3.238866397,1495,7.2,0.079893475,0.028645716
7.22845,6.88703,2373.83,0.6572,3.59238E-06,0,0,0,41.17647059,35.29411765,14.70588235,2.941176471,5.882352941,385,8.888888889,0.199288256,0.036119583
7.17053,5.42433,1477.28,0.59084,4.06579E-06,0,0,0,46.34146341,36.58536585,9.756097561,2.43902439,4.87804878,737,7.314285714,0.142538976,0.040362844
5.5085,4.94171,114.159,0.45438,6.23519E-06,16.82242991,0,0,47.6635514,22.42990654,11.21495327,1.869158879,0,1249,10.97142857,0.279883382,0.059105436
5.42608,5.04414,660.129,0.4968,4.12395E-06,0,5.633802817,0,39.43661972,39.43661972,0,7.042253521,8.450704225,505,0,0.079822616,0.04057898
5.35034,4.96809,635.609,0.4966,0.000004126,0,5.633802817,0,39.43661972,39.43661972,0,7.042253521,8.450704225,505,0,0.079822616,0.04040577
5.41931,4.91867,629.008,0.4898,4.18141E-06,0,5.633802817,0,39.43661972,39.43661972,0,7.042253521,8.450704225,505,0,0.079822616,0.040741401
4.75858,3.81827,1402.32,0.5818,9.0476E-06,0,0,0,56.14035088,28.07017544,14.03508772,1.754385965,0,769,13.47368421,0.137486574,0.088965546
17.26438,5.3381,1443,0.6532,2.21942E-06,0,0,0,40,24,16,4,16,1345,7.757575758,0.319600499,0.021999879
8.1775,6.04263,1629.55,0.6412,4.14257E-06,0,0,0,35.29411765,35.29411765,0,5.882352941,23.52941176,361,0,0.221606648,0.040590148
4.73101,4.56435,125.788,0.3958,7.95745E-07,1.379310345,0,0,46.89655172,30.34482759,5.517241379,2.068965517,13.79310345,553,4.571428571,0.203389831,0.007801659
5.0786,4.57892,191.957,0.3698,5.37838E-07,0,7.142857143,0,25.71428571,24.28571429,28.57142857,7.142857143,7.142857143,191,7.547169811,0.332005312,0.005499147
7.93316,7.38007,1523.07,0.59856,4.95751E-06,0,0,0,56.25,33.33333333,8.333333333,2.083333333,0,913,7.111111111,0.081424936,0.049137271
5.76197,4.68972,946.616,0.4888,5.29466E-06,0,1.449275362,0,43.47826087,28.98550725,17.39130435,2.898550725,5.797101449,961,11.29411765,0.224956063,0.051592759
6.13698,5.34529,881.432,0.517,0.000010363,0,6.153846154,0,52.30769231,27.69230769,12.30769231,1.538461538,0,1201,14.22222222,0.122840691,0.100449435
4.85912,4.51007,520.082,0.4608,1.70331E-06,0,0,0,31.57894737,45.61403509,14.03508772,1.754385965,7.01754386,241,14.22222222,0.210065646,0.016942666
7.66966,5.14411,433.062,0.46468,1.09925E-06,0,0,0,40.6779661,0,40.6779661,8.474576271,10.16949153,865,9.290322581,0.482573727,0.010960259
16.10036,15.32514,2398.93,0.7312,3.53756E-06,0,0,0,49.36708861,37.97468354,11.39240506,1.265822785,0,769,15.15789474,0.113654301,0.035428626
8.69308,7.48414,2976.13,0.7044,3.86083E-06,0,0,0,50.66666667,36,12,1.333333333,0,785,15.15789474,0.119700748,0.03862386
5.27869,4.82624,865.416,0.5066,2.32535E-05,0,3.571428571,0,35.71428571,35.71428571,7.142857143,3.571428571,14.28571429,361,3.692307692,0.206303725,0.218500411
9.61074,7.33598,3577.46,0.7958,1.59774E-06,0,0,0,30,0,60,10,0,193,10.97142857,0.566371681,0.015953872
5.83475,4.30482,688.601,0.5296,6.40235E-06,0,0,0,52.27272727,34.09090909,6.818181818,2.272727273,4.545454545,1985,5.731343284,0.113515431,0.061731536
13.64672,8.62891,2293.83,0.7426,1.4837E-06,0,0,0,38.46153846,35.8974359,0,5.128205128,20.51282051,513,0,0.204636291,0.014923427
7.32709,4.70381,1003.71,0.60996,1.02954E-06,0,0,0,34.48275862,48.27586207,0,3.448275862,13.79310345,145,0,0.137339056,0.010449126
12.5822,3.83148,1256.81,0.6526,1.65988E-06,0,0,0,28.57142857,19.04761905,19.04761905,4.761904762,28.57142857,385,7.529411765,0.474777448,0.016558555
20.68684,7.65386,1638.15,0.7196,1.56213E-06,0,0,0,28.57142857,19.04761905,19.04761905,4.761904762,28.57142857,769,7.757575758,0.475482912,0.015579242
4.74764,3.851,375.928,0.5425,5.39068E-07,0,0,0,34.28571429,51.42857143,0,2.857142857,11.42857143,145,0,0.113879004,0.005226128
7.33297,4.64507,1979.44,0.6126,5.40246E-06,0,0,0,48.93617021,34.04255319,10.63829787,2.127659574,4.255319149,481,8.421052632,0.148344371,0.053515437
9.17432,7.72525,3332.74,0.7732,1.65625E-06,0,0,0,30,0,60,10,0,577,11.63636364,0.550143266,0.016631189
9.46604,8.41122,3384.04,0.789,1.66027E-06,0,0,0,30,0,60,10,0,385,11.46268657,0.568888889,0.016221735
6.67771,5.78982,1471.39,0.6046,6.85369E-06,0,0,0,42.5,22.5,30,5,0,601,11.29411765,0.299065421,0.067929182
13.35791,11.37916,589.063,0.55408,5.77786E-07,11.76470588,0,0,23.52941176,47.05882353,1.960784314,7.843137255,7.843137255,1,0.492307692,0.199772985,0.005764131
5.62453,4.16158,1514.21,0.6326,6.77972E-06,0,0,0,47.61904762,9.523809524,38.0952381,4.761904762,0,433,14.22222222,0.361581921,0.066686008
8.21847,7.49363,1673.24,0.664,2.66166E-06,7.407407407,0,0,44.44444444,29.62962963,0,3.703703704,14.81481481,1153,0,0.142644874,0.026362819
6.18049,4.11372,1714.69,0.6008,5.24646E-06,5.555555556,0,0,46.2962963,37.03703704,0,1.851851852,9.259259259,361,0,0.147465438,0.051567109
8.1286,6.32845,1685.09,0.61166,4.05859E-06,0,0,0,55.88235294,32.35294118,7.352941176,1.470588235,2.941176471,865,8.421052632,0.101174345,0.040179144
10.01279,9.5867,2408.61,0.71116,3.86357E-06,0,0,0,48,32,0,4,16,257,0,0.15274463,0.037918437
10.03253,9.59417,2551.51,0.7038,3.84422E-06,0,0,0,48,32,0,4,16,577,0,0.153354633,0.038306272
9.91946,9.58016,2147.43,0.70022,3.86565E-06,8,0,0,48,24,0,4,16,289,0,0.229116945,0.038264933
15.37241,7.5238,3682.59,0.7832,0.000002857,0,0,0,51.72413793,20.68965517,0,6.896551724,20.68965517,385,0,0.19238477,0.029151089
7.26111,7.14037,1751.34,0.5896,7.2167E-06,0,0,0,42.10526316,26.31578947,26.31578947,5.263157895,0,529,9.411764706,0.262295082,0.071378531
9.30827,4.15962,1786.13,0.6286,3.02719E-06,0,0,0,37.73584906,41.50943396,15.09433962,1.886792453,3.773584906,577,14.62857143,0.18486424,0.030123079
5.71943,3.86268,217.157,0.42874,4.61112E-07,0,0,0,54.32098765,37.03703704,0,1.234567901,7.407407407,784,0,0.072972973,0.004549901
7.19827,5.98763,1197.82,0.546,5.20914E-06,0,0,0,48.57142857,28.57142857,11.42857143,2.857142857,8.571428571,1153,7.529411765,0.194107452,0.051900136
8.06664,3.9387,1579.42,0.63,9.14589E-06,0,0,0,41.09589041,24.65753425,17.80821918,4.109589041,12.32876712,757,8.210526316,0.300683371,0.089898851
5.83271,4.11171,2905.8,0.6658,4.60093E-06,0,0,0,52.5,30,0,2.5,15,721,0,0.145896657,0.04559585
7.3712,5.08597,490.542,0.4552,2.18147E-06,0,0,0,26.96629213,33.70786517,26.96629213,5.617977528,6.741573034,325,9.290322581,0.325497288,0.021684223
7.12952,5.0191,433.551,0.434,2.29947E-06,0,0,0,26.96629213,33.70786517,26.96629213,3.370786517,6.741573034,325,9.290322581,0.325497288,0.022246951
9.9371,5.9051,2833.15,0.687,3.53044E-06,0,0,0,46.15384615,33.33333333,10.25641026,2.564102564,7.692307692,553,7.111111111,0.174454829,0.035358508
7.03241,5.33314,1933.12,0.6341,6.89702E-06,0,0,0,51.28205128,25.64102564,20.51282051,2.564102564,0,721,14.22222222,0.204472843,0.068232255
6.14585,5.19663,907.013,0.52866,9.46744E-06,0,0,0,48.88888889,35.55555556,8.888888889,2.222222222,4.444444444,673,7.111111111,0.130081301,0.092083293
6.23164,4.41484,759.553,0.4892,5.91734E-06,0,0,0,43.37349398,33.73493976,20.48192771,2.409638554,0,529,15.11111111,0.204204204,0.057671375
5.44774,3.7649,810.136,0.526,9.47243E-06,0,7.407407407,0,44.44444444,14.81481481,29.62962963,3.703703704,0,721,14.76923077,0.295384615,0.090956855
6.09263,4.09444,3192.37,0.6796,3.16961E-06,0,0,0,38.0952381,38.0952381,0,4.761904762,19.04761905,257,0,0.181046676,0.031558381
6.04734,5.69956,663.687,0.4951,5.35683E-06,0,0,0,48,28,16,4,4,545,7.314285714,0.199252802,0.051430723
5.17721,3.88044,706.999,0.4678,4.95312E-06,3.703703704,0,0,33.33333333,40.74074074,11.11111111,3.703703704,7.407407407,281,5.581395349,0.221606648,0.049599184
8.60372,5.10002,2729.13,0.68892,5.10426E-06,0,0,0,38.29787234,25.53191489,4.255319149,2.127659574,29.78723404,385,3.368421053,0.332036316,0.051176008
6.92505,4.2277,742.388,0.491,8.61883E-07,0,0,0,37,42.5,0.5,3,17,190,0.285714286,0.174129353,0.008654878
8.6472,7.21663,950.277,0.5708,4.7803E-06,0.961538462,0,0,50,29.32692308,12.98076923,2.884615385,3.846153846,1177,8.470588235,0.177564487,0.046614178
9.66574,7.84648,2177.92,0.6642,1.54451E-06,1.369863014,0,0,46.57534247,30.1369863,5.479452055,2.739726027,13.69863014,1105,3.764705882,0.202360877,0.015524188
4.81263,3.80435,480.911,0.4498,1.49612E-06,0,0,0,22.22222222,22.22222222,44.44444444,11.11111111,0,217,7.783783784,0.443076923,0.015074325
4.79099,4.0094,351.395,0.4496,6.85534E-06,0,0,0,45.94594595,27.02702703,24.32432432,0,0,769,16.45714286,0.242628475,0.066321236
12.5848,12.05657,2274.15,0.7016,3.87659E-06,0,0,0,48.35164835,37.36263736,10.98901099,3.296703297,0,541,6.060606061,0.106044539,0.038527139
7.95891,4.14066,1627.97,0.6126,4.1928E-06,0,0,0,45.28301887,22.64150943,24.52830189,7.547169811,0,577,6.208955224,0.227322404,0.041880951
15.08334,7.94194,3798.71,0.8024,2.32758E-06,0,0,0,45.28301887,22.64150943,24.52830189,7.547169811,0,289,5.942857143,0.226579521,0.023335018
7.88297,4.15104,1632.24,0.6168,4.22681E-06,0,0,0,45.28301887,22.64150943,24.52830189,7.547169811,0,577,6.208955224,0.227322404,0.041720233
13.28208,7.3585,1927.65,0.74886,2.91019E-06,0,0,0,52.17391304,0,36.23188406,11.5942029,0,289,5.714285714,0.321543408,0.02923155
9.00136,6.57223,2506.03,0.7094,3.2095E-06,0,0,0,35.29411765,35.29411765,0,5.882352941,23.52941176,385,0,0.221645022,0.031667726
7.50154,5.9811,2398.98,0.71096,2.60329E-06,0,0,0,35.29411765,35.29411765,0,5.882352941,23.52941176,385,0,0.221645022,0.026206153
6.82644,4.81311,1190.16,0.5914,3.35572E-06,0,0,0,35.29411765,35.29411765,0,5.882352941,23.52941176,181,0,0.220994475,0.033470711
7.45404,4.653,2155.89,0.6178,7.02854E-06,0,0,0,47.36842105,35.78947368,12.63157895,2.105263158,2.105263158,449,10.10526316,0.143774069,0.06933565
7.37934,4.75672,1919.76,0.61416,7.08656E-06,0,0,0,47.36842105,35.78947368,12.63157895,2.105263158,2.105263158,897,10.97142857,0.144051447,0.070189339
8.04408,6.54623,3173.36,0.7326,3.79608E-06,0,0,0,45.83333333,36.11111111,16.66666667,1.388888889,0,641,20.21052632,0.166233766,0.037661709
8.1361,7.97253,2772.73,0.71952,6.71886E-06,0,0,0,51.61290323,19.35483871,25.80645161,3.225806452,0,625,14.22222222,0.257028112,0.067076463
10.15365,9.81645,1388.51,0.6486,1.36286E-06,7.407407407,0,0,44.44444444,29.62962963,0,3.703703704,14.81481481,961,0,0.213903743,0.01354913
4.58192,3.82938,767.928,0.475,8.28585E-07,0,0,0,30.53435115,54.96183206,0,2.290076336,12.21374046,97,0,0.120075047,0.008238823
4.98965,4.17051,476.256,0.4416,1.87184E-06,0,0,0,40,36.66666667,13.33333333,3.333333333,6.666666667,469,7.384615385,0.193029491,0.018691309
4.92633,4.45881,835.1,0.469,9.26955E-06,0,0,0,38.98305085,35.59322034,13.55932203,3.389830508,8.474576271,401,7.314285714,0.212461696,0.091003138
